"","entry.name","protein.description","peptides.rep1","peptides.rep2","psms.rep1","psms.rep2","phenodisco.input","phenodisco.output","curated.phenodisco.output","markers","svm.classification","svm.score","svm.top.quartile","final.assignment","first.evidence","curated.organelles","cytoskeletal.components","trafficking.proteins","protein.complexes","signalling.cascades","oct4.interactome","nanog.interactome","sox2.interactome","cell.surface.proteins","markers2015"
"Q01237","HMDH_MOUSE","3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Mus musculus GN=Hmgcr PE=2 SV=3 - [HMDH_MOUSE]",3,2,4,2,"unknown","Phenotype 8","Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus",1,"Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus"
"Q07139-2","ECT2_MOUSE","Isoform 2 of Protein ECT2 OS=Mus musculus GN=Ect2 - [ECT2_MOUSE]",3,6,4,7,"unknown","40S Ribosome","unknown","unknown","40S Ribosome",0.255,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q2NL51","GSK3A_MOUSE","Glycogen synthase kinase-3 alpha OS=Mus musculus GN=Gsk3a PE=1 SV=2 - [GSK3A_MOUSE]",3,2,4,2,"unknown","unknown","unknown","unknown","Cytosol",0.203,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q3U2S8","HVCN1_MOUSE","Voltage-gated hydrogen channel 1 OS=Mus musculus GN=Hvcn1 PE=1 SV=2 - [HVCN1_MOUSE]",3,4,4,4,"unknown","unknown","unknown","unknown","Lysosome",0.401,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q3UFM5","NOM1_MOUSE","Nucleolar MIF4G domain-containing protein 1 OS=Mus musculus GN=Nom1 PE=2 SV=2 - [NOM1_MOUSE]",3,6,4,7,"unknown","Phenotype 2","Nucleus - Non-chromatin","Nucleus - Non-chromatin","Nucleus - Non-chromatin",1,"Nucleus - Non-chromatin","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Nucleus - Non-chromatin"
"Q3UHJ0","AAK1_MOUSE","AP2-associated protein kinase 1 OS=Mus musculus GN=Aak1 PE=1 SV=2 - [AAK1_MOUSE]",3,2,4,2,"unknown","unknown","unknown","unknown","Plasma membrane",0.161,"unknown","unknown","N","Vesicles - Clathrin","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q3UHK6-2;Q3UHK6-3","TEN4_MOUSE","Isoform 2 of Teneurin-4 OS=Mus musculus GN=Tenm4 - [TEN4_MOUSE]|Isoform 3 of Teneurin-4 OS=Mus musculus GN=Tenm4 - [TEN4_MOUSE]",3,2,4,4,"unknown","unknown","unknown","unknown","Plasma membrane",0.519,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q3USZ8","DIA1_MOUSE","Deleted in autism protein 1 homolog OS=Mus musculus PE=2 SV=1 - [DIA1_MOUSE]",3,7,4,7,"unknown","Endoplasmic reticulum/Golgi apparatus","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.934,"Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q3UVL4","VPS51_MOUSE","Vacuolar protein sorting-associated protein 51 homolog OS=Mus musculus GN=Vps51 PE=2 SV=2 - [VPS51_MOUSE]",3,1,4,1,"unknown","unknown","unknown","unknown","Mitochondrion",0.186,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Putative","unknown"
"Q3UW53","NIBAN_MOUSE","Protein Niban OS=Mus musculus GN=Fam129a PE=1 SV=2 - [NIBAN_MOUSE]",3,11,4,14,"unknown","unknown","unknown","unknown","Plasma membrane",0.652,"unknown","Plasma membrane","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q4QQM5","FA73A_MOUSE","Protein FAM73A OS=Mus musculus GN=Fam73a PE=2 SV=1 - [FA73A_MOUSE]",3,7,4,7,"unknown","Mitochondrion","unknown","unknown","Mitochondrion",0.974,"Mitochondrion","Mitochondrion","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q5SS80","DHR13_MOUSE","Dehydrogenase/reductase SDR family member 13 OS=Mus musculus GN=Dhrs13 PE=1 SV=1 - [DHR13_MOUSE]",3,3,4,3,"unknown","Endoplasmic reticulum/Golgi apparatus","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.934,"Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q5SUC9","SCO1_MOUSE","Protein SCO1 homolog, mitochondrial OS=Mus musculus GN=Sco1 PE=2 SV=1 - [SCO1_MOUSE]",3,2,4,2,"Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"Q61090","FZD7_MOUSE","Frizzled-7 OS=Mus musculus GN=Fzd7 PE=1 SV=2 - [FZD7_MOUSE]",3,2,4,2,"unknown","unknown","unknown","unknown","Endosome",0.305,"unknown","unknown","N","unknown","unknown","unknown","unknown","Canonical Wnt","unknown","unknown","unknown","unknown","unknown"
"Q61334","BAP29_MOUSE","B-cell receptor-associated protein 29 OS=Mus musculus GN=Bcap29 PE=1 SV=1 - [BAP29_MOUSE]",3,2,4,3,"unknown","Endoplasmic reticulum/Golgi apparatus","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.946,"Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q61411","RASH_MOUSE","GTPase HRas OS=Mus musculus GN=Hras1 PE=1 SV=2 - [RASH_MOUSE]",3,1,4,1,"unknown","unknown","unknown","unknown","Plasma membrane",0.854,"Plasma membrane","Plasma membrane","N","unknown","unknown","unknown","unknown","RAS","unknown","unknown","unknown","unknown","unknown"
"Q62095","DDX3Y_MOUSE","ATP-dependent RNA helicase DDX3Y OS=Mus musculus GN=Ddx3y PE=1 SV=2 - [DDX3Y_MOUSE]",3,2,4,4,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.23,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q62186","SSRD_MOUSE","Translocon-associated protein subunit delta OS=Mus musculus GN=Ssr4 PE=2 SV=1 - [SSRD_MOUSE]",3,5,4,8,"unknown","Endoplasmic reticulum/Golgi apparatus","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.932,"Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q62313","TGON1_MOUSE","Trans-Golgi network integral membrane protein 1 OS=Mus musculus GN=Tgoln1 PE=1 SV=1 - [TGON1_MOUSE]",3,1,4,3,"unknown","unknown","unknown","unknown","Lysosome",0.672,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q64310","SURF4_MOUSE","Surfeit locus protein 4 OS=Mus musculus GN=Surf4 PE=2 SV=1 - [SURF4_MOUSE]",3,2,4,4,"unknown","unknown","unknown","unknown","Extracellular matrix",0.388,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q6A028","SWP70_MOUSE","Switch-associated protein 70 OS=Mus musculus GN=Swap70 PE=1 SV=2 - [SWP70_MOUSE]",3,14,4,16,"unknown","unknown","unknown","unknown","Actin cytoskeleton",0.327,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","High Confidence","unknown"
"Q6P5H6","FRMD5_MOUSE","FERM domain-containing protein 5 OS=Mus musculus GN=Frmd5 PE=2 SV=1 - [FRMD5_MOUSE]",3,2,4,2,"unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.366,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q6PDK2","MLL2_MOUSE","Histone-lysine N-methyltransferase MLL2 OS=Mus musculus GN=Mll2 PE=1 SV=2 - [MLL2_MOUSE]",3,1,4,1,"unknown","unknown","unknown","unknown","Nucleus - Chromatin",0.914,"Nucleus - Chromatin","Nucleus - Chromatin","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q6PF93","PK3C3_MOUSE","Phosphatidylinositol 3-kinase catalytic subunit type 3 OS=Mus musculus GN=Pik3c3 PE=1 SV=1 - [PK3C3_MOUSE]",3,7,4,8,"unknown","unknown","unknown","unknown","Cytosol",0.152,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q78PG9","CCD25_MOUSE","Coiled-coil domain-containing protein 25 OS=Mus musculus GN=Ccdc25 PE=1 SV=1 - [CCD25_MOUSE]",3,1,4,2,"unknown","unknown","unknown","unknown","Proteasome",0.152,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q78YY6","DJC15_MOUSE","DnaJ homolog subfamily C member 15 OS=Mus musculus GN=Dnajc15 PE=2 SV=1 - [DJC15_MOUSE]",3,1,4,2,"unknown","unknown","unknown","unknown","Mitochondrion",0.985,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q7TQK1","INT7_MOUSE","Integrator complex subunit 7 OS=Mus musculus GN=Ints7 PE=1 SV=1 - [INT7_MOUSE]",3,5,4,6,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.674,"unknown","Nucleus - Non-chromatin","N","unknown","unknown","unknown","Integrator complex","unknown","unknown","unknown","unknown","unknown","unknown"
"Q80TA6","MTMRC_MOUSE","Myotubularin-related protein 12 OS=Mus musculus GN=Mtmr12 PE=2 SV=2 - [MTMRC_MOUSE]",3,11,4,11,"unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.138,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q80U78-3","PUM1_MOUSE","Isoform 3 of Pumilio homolog 1 OS=Mus musculus GN=Pum1 - [PUM1_MOUSE]",3,5,4,6,"unknown","unknown","unknown","unknown","40S Ribosome",0.588,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","Prey","unknown","unknown","unknown"
"Q80WW9","DDRGK_MOUSE","DDRGK domain-containing protein 1 OS=Mus musculus GN=Ddrgk1 PE=1 SV=2 - [DDRGK_MOUSE]",3,5,4,6,"unknown","Endoplasmic reticulum/Golgi apparatus","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.921,"Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q80X73","PELO_MOUSE","Protein pelota homolog OS=Mus musculus GN=Pelo PE=2 SV=3 - [PELO_MOUSE]",3,6,4,8,"unknown","unknown","unknown","unknown","60S Ribosome",0.631,"60S Ribosome","60S Ribosome","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q80Y14","GLRX5_MOUSE","Glutaredoxin-related protein 5, mitochondrial OS=Mus musculus GN=Glrx5 PE=2 SV=2 - [GLRX5_MOUSE]",3,2,4,4,"Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"Q80Z96","VANG1_MOUSE","Vang-like protein 1 OS=Mus musculus GN=Vangl1 PE=1 SV=2 - [VANG1_MOUSE]",3,4,4,6,"unknown","unknown","unknown","unknown","Plasma membrane",0.7,"unknown","Plasma membrane","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BG15-2","CTSL2_MOUSE","Isoform 2 of CTD small phosphatase-like protein 2 OS=Mus musculus GN=Ctdspl2 - [CTSL2_MOUSE]",3,2,4,3,"unknown","Phenotype 1","unknown","unknown","Nucleus - Chromatin",0.866,"unknown","Nucleus - Chromatin","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BG94","COMD7_MOUSE","COMM domain-containing protein 7 OS=Mus musculus GN=Commd7 PE=2 SV=1 - [COMD7_MOUSE]",3,4,4,7,"unknown","unknown","unknown","unknown","Endosome",0.424,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BGB5","LIMD2_MOUSE","LIM domain-containing protein 2 OS=Mus musculus GN=Limd2 PE=2 SV=1 - [LIMD2_MOUSE]",3,3,4,4,"unknown","unknown","unknown","unknown","Actin cytoskeleton",0.208,"unknown","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BGD8","COA6_MOUSE","Cytochrome c oxidase assembly factor 6 homolog OS=Mus musculus GN=Coa6 PE=1 SV=1 - [COA6_MOUSE]",3,2,4,3,"unknown","Mitochondrion","unknown","Mitochondrion","Mitochondrion",1,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Mitochondrion"
"Q8BGS0","MAK16_MOUSE","Protein MAK16 homolog OS=Mus musculus GN=Mak16 PE=2 SV=1 - [MAK16_MOUSE]",3,5,4,10,"unknown","Phenotype 2","Nucleus - Non-chromatin","Nucleus - Non-chromatin","Nucleus - Non-chromatin",1,"Nucleus - Non-chromatin","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Nucleus - Non-chromatin"
"Q8BGV8","MID51_MOUSE","Mitochondrial dynamic protein MID51 OS=Mus musculus GN=Smcr7l PE=1 SV=1 - [MID51_MOUSE]",3,3,4,3,"unknown","unknown","unknown","unknown","Peroxisome",0.32,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BGY7","F210A_MOUSE","Protein FAM210A OS=Mus musculus GN=Fam210a PE=2 SV=1 - [F210A_MOUSE]",3,4,4,6,"unknown","Phenotype 7","unknown","unknown","Mitochondrion",0.933,"unknown","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BH65-2","DEN6A_MOUSE","Isoform 2 of Protein DENND6A OS=Mus musculus GN=Dennd6a - [DEN6A_MOUSE]",3,2,4,3,"unknown","unknown","unknown","unknown","60S Ribosome",0.258,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BH97","RCN3_MOUSE","Reticulocalbin-3 OS=Mus musculus GN=Rcn3 PE=2 SV=1 - [RCN3_MOUSE]",3,6,4,8,"Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus",1,"Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus"
"Q8BHG2","CA123_MOUSE","UPF0587 protein C1orf123 homolog OS=Mus musculus PE=2 SV=1 - [CA123_MOUSE]",3,5,4,5,"unknown","Proteasome","unknown","unknown","Cytosol",0.755,"unknown","Cytosol","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BJF9","CHM2B_MOUSE","Charged multivesicular body protein 2b OS=Mus musculus GN=Chmp2b PE=2 SV=1 - [CHM2B_MOUSE]",3,6,4,7,"unknown","unknown","unknown","unknown","Endosome",0.164,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BMA5","NPAT_MOUSE","Protein NPAT OS=Mus musculus GN=Npat PE=2 SV=2 - [NPAT_MOUSE]",3,1,4,1,"unknown","unknown","unknown","unknown","Mitochondrion",0.147,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BTV1","TUSC3_MOUSE","Tumor suppressor candidate 3 OS=Mus musculus GN=Tusc3 PE=2 SV=1 - [TUSC3_MOUSE]",3,2,4,3,"unknown","Endoplasmic reticulum/Golgi apparatus","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.933,"Endoplasmic reticulum/Golgi apparatus","Endoplasmic reticulum/Golgi apparatus","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BVA5","CB043_MOUSE","UPF0554 protein C2orf43 homolog OS=Mus musculus PE=2 SV=1 - [CB043_MOUSE]",3,2,4,2,"unknown","Endoplasmic reticulum/Golgi apparatus","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.886,"unknown","Endoplasmic reticulum/Golgi apparatus","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BXK8","AGAP1_MOUSE","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Agap1 PE=2 SV=1 - [AGAP1_MOUSE]",3,2,4,2,"unknown","unknown","unknown","unknown","Actin cytoskeleton",0.554,"Actin cytoskeleton","Actin cytoskeleton","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8BZ60","STON2_MOUSE","Stonin-2 OS=Mus musculus GN=Ston2 PE=2 SV=1 - [STON2_MOUSE]",3,3,4,3,"unknown","unknown","unknown","unknown","Endoplasmic reticulum/Golgi apparatus",0.304,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8C5N3-2","CWC22_MOUSE","Isoform 2 of Pre-mRNA-splicing factor CWC22 homolog OS=Mus musculus GN=Cwc22 - [CWC22_MOUSE]",3,7,4,8,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.837,"unknown","Nucleus - Non-chromatin","N","unknown","unknown","unknown","Spliceosome","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8C6B9","AROS_MOUSE","Active regulator of SIRT1 OS=Mus musculus GN=Rps19bp1 PE=1 SV=1 - [AROS_MOUSE]",3,5,4,6,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.861,"Nucleus - Non-chromatin","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8CBY8-2","DCTN4_MOUSE","Isoform 2 of Dynactin subunit 4 OS=Mus musculus GN=Dctn4 - [DCTN4_MOUSE]",3,5,4,8,"unknown","unknown","unknown","unknown","60S Ribosome",0.303,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8CH02","SUGP1_MOUSE","SURP and G-patch domain-containing protein 1 OS=Mus musculus GN=Sugp1 PE=1 SV=1 - [SUGP1_MOUSE]",3,5,4,7,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.871,"Nucleus - Non-chromatin","Nucleus - Non-chromatin","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8CHP8","PGP_MOUSE","Phosphoglycolate phosphatase OS=Mus musculus GN=Pgp PE=2 SV=1 - [PGP_MOUSE]",3,5,4,6,"unknown","Phenotype 5","unknown","unknown","Cytosol",0.9,"Cytosol","Cytosol","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8CII2","CD123_MOUSE","Cell division cycle protein 123 homolog OS=Mus musculus GN=Cdc123 PE=2 SV=2 - [CD123_MOUSE]",3,4,4,7,"unknown","unknown","unknown","unknown","Proteasome",0.764,"Proteasome","unknown","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8K135","K319L_MOUSE","Dyslexia-associated protein KIAA0319-like protein OS=Mus musculus GN=Kiaa0319l PE=1 SV=1 - [K319L_MOUSE]",3,2,4,2,"unknown","unknown","unknown","unknown","Lysosome",0.364,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8K3A0","HSC20_MOUSE","Iron-sulfur cluster co-chaperone protein HscB, mitochondrial OS=Mus musculus GN=Hscb PE=2 SV=2 - [HSC20_MOUSE]",3,4,4,4,"unknown","Mitochondrion","unknown","unknown","Mitochondrion",0.965,"unknown","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8R010","AIMP2_MOUSE","Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Mus musculus GN=Aimp2 PE=1 SV=2 - [AIMP2_MOUSE]",3,4,4,6,"unknown","unknown","unknown","unknown","Proteasome",0.646,"Proteasome","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8R0F8","FAHD1_MOUSE","Acylpyruvase FAHD1, mitochondrial OS=Mus musculus GN=Fahd1 PE=1 SV=2 - [FAHD1_MOUSE]",3,4,4,6,"unknown","Mitochondrion","unknown","unknown","Mitochondrion",0.974,"Mitochondrion","Mitochondrion","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8R3D1","TBC13_MOUSE","TBC1 domain family member 13 OS=Mus musculus GN=Tbc1d13 PE=2 SV=1 - [TBC13_MOUSE]",3,3,4,4,"unknown","unknown","unknown","unknown","Cytosol",0.753,"unknown","Cytosol","Y","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
"Q8R3Y8-2","I2BP1_MOUSE","Isoform 2 of Interferon regulatory factor 2-binding protein 1 OS=Mus musculus GN=Irf2bp1 - [I2BP1_MOUSE]",3,1,4,1,"unknown","unknown","unknown","unknown","Nucleus - Non-chromatin",0.288,"unknown","unknown","N","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown"
